type,value
GRADUADO,0.889285714285714
GRADUADO,0.8135483870967739
GRADUADO,0.885
GRADUADO,0.8789285714285701
GRADUADO,0.818974358974358
GRADUADO,0.8291891891891879
GRADUADO,0.8256410256410239
GRADUADO,0.9138888888888881
GRADUADO,0.883333333333332
GRADUADO,0.861846153846152
GRADUADO,0.838947368421052
GRADUADO,0.859661016949152
GRADUADO,0.83298245614035
GRADUADO,0.827727272727272
GRADUADO,0.8641860465116279
GRADUADO,0.809795918367346
GRADUADO,0.8819607843137239
GRADUADO,0.835348837209302
GRADUADO,0.846071428571428
GRADUADO,0.7654237288135579
GRADUADO,0.768085106382978
GRADUADO,0.833529411764704
GRADUADO,0.8595
GRADUADO,0.861
GRADUADO,0.8533333333333321
GRADUADO,0.853
GRADUADO,0.875999999999998
GRADUADO,0.7458461538461519
GRADUADO,0.8731818181818181
GRADUADO,0.8630000000000001
GRADUADO,0.82627450980392
GRADUADO,0.779322033898304
GRADUADO,0.8430769230769221
GRADUADO,0.89720930232558
GRADUADO,0.88090909090909
GRADUADO,0.879622641509434
GRADUADO,0.90391304347826
GRADUADO,0.8851162790697661
GRADUADO,0.7925
GRADUADO,0.7905
GRADUADO,0.8859999999999999
GRADUADO,0.8465
GRADUADO,0.887555555555554
GRADUADO,0.9147826086956521
GRADUADO,0.805
GRADUADO,0.745454545454544
GRADUADO,0.80142857142857
GRADUADO,0.778695652173912
GRADUADO,0.785333333333332
GRADUADO,0.834285714285714
GRADUADO,0.868749999999998
GRADUADO,0.804150943396226
GRADUADO,0.8354545454545439
GRADUADO,0.875357142857142
GRADUADO,0.8929411764705881
GRADUADO,0.843529411764704
GRADUADO,0.8371999999999999
GRADUADO,0.860727272727272
GRADUADO,0.859272727272726
GRADUADO,0.831764705882352
GRADUADO,0.846363636363636
GRADUADO,0.8164999999999999
GRADUADO,0.865
GRADUADO,0.899215686274508
GRADUADO,0.816818181818182
GRADUADO,0.8203225806451601
GRADUADO,0.831764705882352
GRADUADO,0.870434782608694
GRADUADO,0.880465116279068
GRADUADO,0.8333333333333319
GRADUADO,0.87860465116279
GRADUADO,0.7236
GRADUADO,0.795454545454544
GRADUADO,0.758260869565216
GRADUADO,0.739591836734692
GRADUADO,0.886521739130434
GRADUADO,0.85298245614035
GRADUADO,0.8695
GRADUADO,0.8781395348837201
GRADUADO,0.865116279069766
GRADUADO,0.9039215686274501
GRADUADO,0.9
GRADUADO,0.7688888888888881
GRADUADO,0.7917391304347821
GRADUADO,0.91111111111111
GRADUADO,0.8154999999999999
GRADUADO,0.809230769230768
GRADUADO,0.803448275862068
GRADUADO,0.7395833333333319
GRADUADO,0.820930232558138
GRADUADO,0.82
GRADUADO,0.8059999999999979
GRADUADO,0.8674999999999979
GRADUADO,0.907450980392156
GRADUADO,0.834230769230768
GRADUADO,0.843461538461538
GRADUADO,0.885217391304348
GRADUADO,0.80731707317073
GRADUADO,0.852727272727272
GRADUADO,0.872549019607842
GRADUADO,0.8374358974358961
GRADUADO,0.7881081081081079
GRADUADO,0.85
GRADUADO,0.851636363636362
GRADUADO,0.82642857142857
GRADUADO,0.82655172413793
GRADUADO,0.9
GRADUADO,0.829285714285714
GRADUADO,0.78
GRADUADO,0.758275862068964
GRADUADO,0.8571428571428561
GRADUADO,0.87074074074074
GRADUADO,0.775862068965516
GRADUADO,0.906666666666666
GRADUADO,0.793559322033898
GRADUADO,0.8464406779660999
GRADUADO,0.835185185185184
GRADUADO,0.9055555555555539
GRADUADO,0.86
GRADUADO,0.843157894736842
GRADUADO,0.8065517241379301
GRADUADO,0.8729824561403501
GRADUADO,0.855087719298244
GRADUADO,0.8368421052631559
GRADUADO,0.9151724137931019
GRADUADO,0.8664406779661
GRADUADO,0.884210526315788
GRADUADO,0.924827586206896
GRADUADO,0.7460869565217381
GRADUADO,0.827719298245612
GRADUADO,0.8141379310344821
GRADUADO,0.8631578947368419
GRADUADO,0.83298245614035
GRADUADO,0.8259649122807
GRADUADO,0.8101754385964901
GRADUADO,0.8059649122807
GRADUADO,0.846071428571428
GRADUADO,0.837142857142856
GRADUADO,0.8873684210526299
GRADUADO,0.855942028985506
GRADUADO,0.831228070175438
GRADUADO,0.881052631578946
GRADUADO,0.827719298245612
GRADUADO,0.813103448275862
GRADUADO,0.8263157894736841
GRADUADO,0.8564912280701741
GRADUADO,0.7510344827586201
GRADUADO,0.805777777777776
GRADUADO,0.779016393442622
GRADUADO,0.8501754385964899
GRADUADO,0.626176470588234
GRADUADO,0.8120689655172401
GRADUADO,0.762295081967212
GRADUADO,0.795806451612902
GRADUADO,0.788070175438596
GRADUADO,0.812758620689654
GRADUADO,0.8317857142857139
GRADUADO,0.859272727272726
GRADUADO,0.8056521739130419
GRADUADO,0.8196610169491519
GRADUADO,0.8382456140350859
GRADUADO,0.8027272727272721
GRADUADO,0.891724137931034
GRADUADO,0.889629629629628
GRADUADO,0.919310344827586
GRADUADO,0.8028571428571419
GRADUADO,0.830714285714284
GRADUADO,0.8326315789473681
GRADUADO,0.8182142857142839
GRADUADO,0.885555555555554
GRADUADO,0.80290909090909
GRADUADO,0.8477142857142841
GRADUADO,0.8592982456140341
GRADUADO,0.8937037037037021
GRADUADO,0.852592592592592
GRADUADO,0.8473684210526301
GRADUADO,0.8406779661016939
GRADUADO,0.8134482758620679
GRADUADO,0.723870967741934
GRADUADO,0.797627118644068
GRADUADO,0.8885714285714281
GRADUADO,0.806315789473684
GRADUADO,0.825454545454544
GRADUADO,0.924444444444444
GRADUADO,0.891636363636362
GRADUADO,0.846315789473684
GRADUADO,0.779032258064516
GRADUADO,0.85298245614035
GRADUADO,0.7265625
GRADUADO,0.852592592592592
GRADUADO,0.8617543859649119
GRADUADO,0.834035087719298
GRADUADO,0.8537931034482741
GRADUADO,0.8474999999999999
GRADUADO,0.754366197183098
GRADUADO,0.8447887323943659
GRADUADO,0.83014492753623
GRADUADO,0.7516216216216199
GRADUADO,0.813043478260868
GRADUADO,0.782105263157894
GRADUADO,0.8539130434782599
GRADUADO,0.8647272727272719
GRADUADO,0.8577142857142841
GRADUADO,0.8572413793103439
GRADUADO,0.902295081967212
GRADUADO,0.881967213114754
GRADUADO,0.844137931034482
GRADUADO,0.828852459016392
GRADUADO,0.783508771929824
GRADUADO,0.774366197183098
GRADUADO,0.766984126984126
GRADUADO,0.749206349206348
GRADUADO,0.853684210526314
GRADUADO,0.8662068965517239
GRADUADO,0.8184374999999999
GRADUADO,0.889655172413792
GRADUADO,0.8734426229508181
GRADUADO,0.9099999999999999
GRADUADO,0.811228070175438
GRADUADO,0.8800000000000001
GRADUADO,0.8161403508771921
GRADUADO,0.879344262295082
GRADUADO,0.768
GRADUADO,0.9179710144927521
GRADUADO,0.826451612903224
GRADUADO,0.755
GRADUADO,0.867887323943662
GRADUADO,0.763013698630136
GRADUADO,0.8202898550724621
GRADUADO,0.771388888888888
GRADUADO,0.8049180327868839
GRADUADO,0.83728813559322
GRADUADO,0.8710344827586199
GRADUADO,0.867142857142856
GRADUADO,0.8807142857142839
